CodMun,UF,Cod UF,Mun,PopMun,Faixa_pop,Regiao,MSEG01,MSEG03,MSEG04,MSEG05,MSEG051,MSEG06,MSEG07,MSEG071a,MSEG071b,MSEG071c,MSEG072,MSEG081,MSEG082,MSEG083,MSEG084,MSEG09,MSEG10,MSEG111,MSEG112,MSEG113,MSEG12,MSEG1211,MSEG1212,MSEG1213,MSEG1214,MSEG1215,MSEG1216,MSEG1217,MSEG1218,MSEG1219,MSEG13,MSEG14,MSEG15,MSEG161,MSEG162,MSEG163,MSEG164,MSEG165,MSEG166,MSEG167,MSEG168,MSEG169,MSEG1610,MSEG1611,MSEG17,MSEG18,MSEG19,MSEG27,MSEG271a,MSEG271b,MSEG281,MSEG282,MSEG283,MSEG291,MSEG292,MSEG293,MSEG294,MSEG295,MSEG296,MSEG301,MSEG302,MSEG303,MSEG311,MSEG312,MSEG313,MSEG314,MSEG315,MSEG316,MSEG317,MSEG318,MSEG319,MSEG3110,MSEG3111,MSEG3112,MSEG3113,MSEG3114,MSEG3115,MSEG3116,MSEG3117,MSEG3118,MSEG3119,MSEG3120,MSEG3121,MSEG3122,MSEG3123,MSEG32,MSEG33,MSEG34,MSEG35,MSEG361,MSEG362,MSEG363,MSEG364,MSEG37,MSEG381,MSEG382,MSEG383,MSEG384,MSEG385,MSEG386,MSEG387,MSEG388,MSEG389,MSEG3810,MSEG3811,MSEG3812,MSEG3813,MSEG3814,MSEG3815,MSEG3816,MSEG3817,MSEG3818,MSEG3819,MSEG3820,MSEG3821,MSEG3822,MSEG3823,MSEG391,MSEG392,MSEG393,MSEG394,MSEG395,MSEG396,MSEG397
1504422,PA,15,Marituba,111785,6 - 100001 até 500000,1 - Norte,Secretaria municipal exclusiva,Masculino,56,Parda,Sim,Especialização,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Sim,316,2015,60,13,73,Sim,Sim,Não,Não,Não,-,Sim,Sim,-,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,-,-,Policial Militar,Nenhum tipo de arma,Sim,"Mais de R$1.000,00 a R$3.000,00",Sim,Sim,Não,-,Ambos,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,-
1504455,PA,15,Medicilândia,27094,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Sim,457,2018,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1504505,PA,15,Melgaço,27881,4 - 20001 até 50000,1 - Norte,Setor subordinado diretamente à chefia do Executivo,Masculino,36,Preta,Sim,Especialização,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,726,2023,39,0,39,Não,Não,Não,Não,Sim,-,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,-,Guarda Municipal,Nenhum tipo de arma,Não,"Mais de R$1.000,00 a R$3.000,00",Sim,Sim,Não,-,Apenas em livros/formulários impressos (registro manual),Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-
1504604,PA,15,Mocajuba,27198,4 - 20001 até 50000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Masculino,58,Parda,Sim,Ensino superior completo,Sim,3477,2017,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,2491,2009,9,2,11,Não,Não,Não,Não,Sim,-,Não,Sim,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,-,-,Outros,Nenhum tipo de arma,Sim,"Mais de R$1.000,00 a R$3.000,00",Sim,Sim,Não,-,Apenas em livros/formulários impressos (registro manual),Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,-
1504703,PA,15,Moju,84094,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Masculino,48,Parda,Sim,Especialização,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Sim,864,2011,13,4,17,Não,Não,Não,Não,Sim,-,Não,Sim,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,-,-,Guarda Municipal,Nenhum tipo de arma,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Não,Sim,Apenas em livros/formulários impressos (registro manual),Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-
1504752,PA,15,Mojuí dos Campos,23501,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1504802,PA,15,Monte Alegre,60012,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1504901,PA,15,Muaná,45368,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,211,2016,40,8,48,Sim,Não,Não,Não,Não,-,Sim,Não,-,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,-,-,Outros,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Não,Sim,Ambos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,-
1504950,PA,15,Nova Esperança do Piriá,20478,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1504976,PA,15,Nova Ipixuna,13955,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505007,PA,15,Nova Timboteua,12806,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505031,PA,15,Novo Progresso,33638,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505064,PA,15,Novo Repartimento,60732,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505106,PA,15,Óbidos,52229,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505205,PA,15,Oeiras do Pará,33844,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505304,PA,15,Oriximiná,68294,5 - 50001 até 100000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Masculino,55,Parda,Sim,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,90370,2020,15,7,22,-,-,-,-,-,Sim,Não,Sim,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,-,-,Outros,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Não,Sim,Apenas em livros/formulários impressos (registro manual),Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,-
1505403,PA,15,Ourém,17855,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505437,PA,15,Ourilândia do Norte,32467,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505486,PA,15,Pacajá,41097,4 - 20001 até 50000,1 - Norte,Setor subordinado diretamente à chefia do Executivo,Masculino,29,Parda,Sim,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505494,PA,15,Palestina do Pará,6885,2 - 5001 até 10000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505502,PA,15,Paragominas,105550,6 - 100001 até 500000,1 - Norte,Não possui estrutura,-,-,-,-,-,Sim,932,2017,Ativo,Tem maior representação governamental,Sim,Sim,Não,Não,2,12,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505536,PA,15,Parauapebas,267836,6 - 100001 até 500000,1 - Norte,Secretaria municipal exclusiva,Masculino,39,Parda,Não,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Sim,5,2013,94,32,126,Não,Não,Não,Não,Sim,-,Não,Sim,-,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,-,-,Guarda Municipal,Armas de fogo e não letais,Não,"Mais de R$3.000,00 a R$5.000,00",Sim,Não,Não,-,Ambos,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,-
1505551,PA,15,Pau DArco,6931,2 - 5001 até 10000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505601,PA,15,Peixe-Boi,8285,2 - 5001 até 10000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505635,PA,15,Piçarra,12832,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505650,PA,15,Placas,18668,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505700,PA,15,Ponta de Pedras,24984,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1505809,PA,15,Portel,62503,5 - 50001 até 100000,1 - Norte,Setor subordinado diretamente à chefia do Executivo,Masculino,49,Parda,Não,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,813,2013,23,7,30,Sim,Não,Não,Não,Não,-,Não,Sim,-,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,-,-,Policial Militar,Nenhum tipo de arma,Não,"Mais de R$1.000,00 a R$3.000,00",Sim,Não,Não,-,Apenas em livros/formulários impressos (registro manual),Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-
1505908,PA,15,Porto de Moz,40597,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Masculino,39,Branca,Sim,Ensino superior completo,Sim,917,2017,Ativo,Paritário,Sim,Sim,Sim,Sim,3,10,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506005,PA,15,Prainha,35577,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506104,PA,15,Primavera,10851,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Sim,2830,2015,Ativo,Paritário,Sim,Sim,Não,Não,12,24,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506112,PA,15,Quatipuru,11524,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506138,PA,15,Redenção,85597,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Masculino,42,Preta,Sim,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506161,PA,15,Rio Maria,18384,3 - 10001 até 20000,1 - Norte,Setor subordinado a outra secretaria,Masculino,40,Parda,Não,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506187,PA,15,Rondon do Pará,53143,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506195,PA,15,Rurópolis,35769,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506203,PA,15,Salinópolis,44772,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
